"phrase_id","target_phoneme","target_word_indexes","target_syllable_indexes","phonetic_variant","text","cmu_phonetics","pronounciation_guide","syllable_parts","stress_category","words","syllabified_words","cmu","gibberish","audio_id","audio_file_url","gender"
"hezyyfjfrb","null","[1]","[0]","null","I *just* sent you a message.","AY1 JH_AH1_S_T S_EH1_N_T Y_UW1 AH0 M_EH1|S_AH0_JH","ay dj_uh_s_t s_e_n_t y_oo uh m_e|s_uh_dj","I just sent you a mes|sage","EMOTION","[""I"",""*just*"",""sent"",""you"",""a"",""message.""]","[""I"",""just"",""sent"",""you"",""a"",""mes|sage""]","[""AY1"",""JH_AH1_S_T"",""S_EH1_N_T"",""Y_UW1"",""AH0"",""M_EH1|S_AH0_JH""]","[""ay"",""dj_uh_s_t"",""s_e_n_t"",""y_oo"",""uh"",""m_e|s_uh_dj""]","IYZF6ZLOFVKVGX3UGFPTEMA","F2/hezyyfjfrb__F2_en-US_t1_20.mp3","FEMALE"
"quuquvshyv","null","[0]","[0]","null","Can you print this report for me?","K_AE1_N Y_UW1 P_R_IH1_N_T DH_IH1_S R_IY0|P_AO1_R_T F_AO1_R M_IY1","k_a_n y_oo p_r_i_n_t th_i_s r_ee|p_aw_r_t f_aw_r m_ee","Can you print this re|port for me","null","[""Can"",""you"",""print"",""this"",""report"",""for"",""me?""]","[""Can"",""you"",""print"",""this"",""re|port"",""for"",""me""]","[""K_AE1_N"",""Y_UW1"",""P_R_IH1_N_T"",""DH_IH1_S"",""R_IY0|P_AO1_R_T"",""F_AO1_R"",""M_IY1""]","[""k_a_n"",""y_oo"",""p_r_i_n_t"",""th_i_s"",""r_ee|p_aw_r_t"",""f_aw_r"",""m_ee""]","IYZF6ZLOFVKVGX3UGFPTEMI","F2/quuquvshyv__F2_en-US_t1_21.mp3","FEMALE"
"fmfsysxnbn","null","[1]","[0]","null","I'm *on* it!","AY1_M AA1_N IH1_T","ay_m o_n i_t","I'm on it","EMOTION","[""I''m"",""*on*"",""it!""]","[""I''m"",""on"",""it""]","[""AY1_M"",""AA1_N"",""IH1_T""]","[""ay_m"",""o_n"",""i_t""]","IYZF6ZLOFVKVGX3UGFPTEMQ","F2/fmfsysxnbn__F2_en-US_t1_22.mp3","FEMALE"
"fbensnncmc","null","[0]","[0]","null","Are you free at 3 PM today?","AA1_R Y_UW1 F_R_IY1 AE1_T TH_R_IY1 P_IY1|EH1_M T_AH0|D_EY1","o_r y_oo f_r_ee a_t th_r_ee p_ee|e_m t_uh|d_ey","Are you free at 3 PM to|day","null","[""Are"",""you"",""free"",""at"",""3"",""PM"",""today?""]","[""Are"",""you"",""free"",""at"",""3"",""PM"",""to|day""]","[""AA1_R"",""Y_UW1"",""F_R_IY1"",""AE1_T"",""TH_R_IY1"",""P_IY1|EH1_M"",""T_AH0|D_EY1""]","[""o_r"",""y_oo"",""f_r_ee"",""a_t"",""th_r_ee"",""p_ee|e_m"",""t_uh|d_ey""]","IYZF6ZLOFVKVGX3UGFPTEMY","F2/fbensnncmc__F2_en-US_t1_23.mp3","FEMALE"
"chwfxgjkmx","null","[4]","[0]","null","No, but I'm free *tomorrow*?","N_OW1 B_AH1_T AY1_M F_R_IY1 T_AH0|M_AA1|R_OW2","n_ow b_uh_t ay_m f_r_ee t_uh|m_o|r_ow","No but I'm free to|mor|row","HIGHLIGHT","[""No,"",""but"",""I''m"",""free"",""*tomorrow*?""]","[""No"",""but"",""I''m"",""free"",""to|mor|row""]","[""N_OW1"",""B_AH1_T"",""AY1_M"",""F_R_IY1"",""T_AH0|M_AA1|R_OW2""]","[""n_ow"",""b_uh_t"",""ay_m"",""f_r_ee"",""t_uh|m_o|r_ow""]","IYZF6ZLOFVKVGX3UGFPTENA","F2/chwfxgjkmx__F2_en-US_t1_24.mp3","FEMALE"
"chwfxgjkmx","null","[4]","null","null","No, but I'm free *tomorrow*?","N_OW1 B_AH1_T AY1_M F_R_IY1 T_AH0|M_AA1|R_OW2","n_ow b_uh_t ay_m f_r_ee t_uh|m_o|r_ow","No but I'm free to|mor|row","HIGHLIGHT","[""No,"",""but"",""I''m"",""free"",""*tomorrow*?""]","[""No"",""but"",""I''m"",""free"",""to|mor|row""]","[""N_OW1"",""B_AH1_T"",""AY1_M"",""F_R_IY1"",""T_AH0|M_AA1|R_OW2""]","[""n_ow"",""b_uh_t"",""ay_m"",""f_r_ee"",""t_uh|m_o|r_ow""]","IYZF6ZLOFVKVGX3UGFPTENA","F2/chwfxgjkmx__F2_en-US_t1_24.mp3","FEMALE"
"kfxzeuawnx","null","[0]","[0]","null","What do you take away from this training?","W_AH1_T D_UW1 Y_UW1 T_EY1_K AH0|W_EY1 F_R_AH1_M DH_IH1_S T_R_EY1|N_IH0_NG","w_uh_t d_oo y_oo t_ey_k uh|w_ey f_r_uh_m th_i_s t_r_ey|n_i_ng","What do you take a|way from this train|ing","null","[""What"",""do"",""you"",""take"",""away"",""from"",""this"",""training?""]","[""What"",""do"",""you"",""take"",""a|way"",""from"",""this"",""train|ing""]","[""W_AH1_T"",""D_UW1"",""Y_UW1"",""T_EY1_K"",""AH0|W_EY1"",""F_R_AH1_M"",""DH_IH1_S"",""T_R_EY1|N_IH0_NG""]","[""w_uh_t"",""d_oo"",""y_oo"",""t_ey_k"",""uh|w_ey"",""f_r_uh_m"",""th_i_s"",""t_r_ey|n_i_ng""]","IYZF6ZLOFVKVGX3UGFPTENI","F2/kfxzeuawnx__F2_en-US_t1_25.mp3","FEMALE"
"bvgueuncuu","null","[6]","[0]","null","I'm sorry, can you repeat more *slowly*?","AY1_M S_AA1|R_IY0 K_AE1_N Y_UW1 R_IH0|P_IY1_T M_AO1_R S_L_OW1|L_IY0","ay_m s_o|r_ee k_a_n y_oo r_i|p_ee_t m_aw_r s_l_ow|l_ee","I'm sor|ry can you re|peat more slow|ly","HIGHLIGHT","[""I''m"",""sorry,"",""can"",""you"",""repeat"",""more"",""*slowly*?""]","[""I''m"",""sor|ry"",""can"",""you"",""re|peat"",""more"",""slow|ly""]","[""AY1_M"",""S_AA1|R_IY0"",""K_AE1_N"",""Y_UW1"",""R_IH0|P_IY1_T"",""M_AO1_R"",""S_L_OW1|L_IY0""]","[""ay_m"",""s_o|r_ee"",""k_a_n"",""y_oo"",""r_i|p_ee_t"",""m_aw_r"",""s_l_ow|l_ee""]","IYZF6ZLOFVKVGX3UGFPTENQ","F2/bvgueuncuu__F2_en-US_t1_26.mp3","FEMALE"
"gqcrymjebb","null","[0]","[0]","null","My last name is Schuman.","M_AY1 L_AE1_S_T N_EY1_M IH1_Z SH_UW1|M_AH0_N","m_ay l_a_s_t n_ey_m i_z sh_oo|m_uh_n","My last name is Schu|man","null","[""My"",""last"",""name"",""is"",""Schuman.""]","[""My"",""last"",""name"",""is"",""Schu|man""]","[""M_AY1"",""L_AE1_S_T"",""N_EY1_M"",""IH1_Z"",""SH_UW1|M_AH0_N""]","[""m_ay"",""l_a_s_t"",""n_ey_m"",""i_z"",""sh_oo|m_uh_n""]","IYZF6ZLOFVKVGX3UGFPTENY","F2/gqcrymjebb__F2_en-US_t1_27.mp3","FEMALE"
"xxzrkxkcqy","null","[2]","[0]","null","Can you *spell* that?","K_AE1_N Y_UW1 S_P_EH1_L DH_AE1_T","k_a_n y_oo s_p_e_l th_a_t","Can you spell that","HIGHLIGHT","[""Can"",""you"",""*spell*"",""that?""]","[""Can"",""you"",""spell"",""that""]","[""K_AE1_N"",""Y_UW1"",""S_P_EH1_L"",""DH_AE1_T""]","[""k_a_n"",""y_oo"",""s_p_e_l"",""th_a_t""]","IYZF6ZLOFVKVGX3UGFPTEOA","F2/xxzrkxkcqy__F2_en-US_t1_28.mp3","FEMALE"
"xxzrkxkcqy","null","[2]","null","null","Can you *spell* that?","K_AE1_N Y_UW1 S_P_EH1_L DH_AE1_T","k_a_n y_oo s_p_e_l th_a_t","Can you spell that","HIGHLIGHT","[""Can"",""you"",""*spell*"",""that?""]","[""Can"",""you"",""spell"",""that""]","[""K_AE1_N"",""Y_UW1"",""S_P_EH1_L"",""DH_AE1_T""]","[""k_a_n"",""y_oo"",""s_p_e_l"",""th_a_t""]","IYZF6ZLOFVKVGX3UGFPTEOA","F2/xxzrkxkcqy__F2_en-US_t1_28.mp3","FEMALE"
"fznmtfrbnv","null","[0]","[0]","null","I'll see you at the board meeting.","AY1_L S_IY1 Y_UW1 AE1_T DH_AH0 B_AO1_R_D M_IY1|T_IH0_NG","ay_l s_ee y_oo a_t th_uh b_aw_r_d m_ee|t_i_ng","I'll see you at the board meet|ing","null","[""I''ll"",""see"",""you"",""at"",""the"",""board"",""meeting.""]","[""I''ll"",""see"",""you"",""at"",""the"",""board"",""meet|ing""]","[""AY1_L"",""S_IY1"",""Y_UW1"",""AE1_T"",""DH_AH0"",""B_AO1_R_D"",""M_IY1|T_IH0_NG""]","[""ay_l"",""s_ee"",""y_oo"",""a_t"",""th_uh"",""b_aw_r_d"",""m_ee|t_i_ng""]","IYZF6ZLOFVKVGX3UGFPTEOI","F2/fznmtfrbnv__F2_en-US_t1_29.mp3","FEMALE"
"whnrstjjxc","null","[3]","[0]","null","Which position are *you* applying for?","W_IH1_CH P_AH0|Z_IH1|SH_AH0_N AA1_R Y_UW1 AH0|P_L_AY1|IH0_NG F_AO1_R","w_i_ch p_uh|z_i|sh_uh_n o_r y_oo uh|p_l_ay|i_ng f_aw_r","Which po|si|tion are you ap|ply|ing for","null","[""Which"",""position"",""are"",""*you*"",""applying"",""for?""]","[""Which"",""po|si|tion"",""are"",""you"",""ap|ply|ing"",""for""]","[""W_IH1_CH"",""P_AH0|Z_IH1|SH_AH0_N"",""AA1_R"",""Y_UW1"",""AH0|P_L_AY1|IH0_NG"",""F_AO1_R""]","[""w_i_ch"",""p_uh|z_i|sh_uh_n"",""o_r"",""y_oo"",""uh|p_l_ay|i_ng"",""f_aw_r""]","IYZF6ZLOFVKVGX3UGFPTG","F2/whnrstjjxc__F2_en-US_t1_3.mp3","FEMALE"
"fqevrhfbwk","null","[3]","[0]","null","That's on Monday, *right*?","DH_AE1_T_S AA1_N M_AH1_N|D_EY2 R_AY1_T","th_a_t_s o_n m_uh_n|d_ey r_ay_t","That's on Mon|day right","EMOTION","[""That''s"",""on"",""Monday,"",""*right*?""]","[""That''s"",""on"",""Mon|day"",""right""]","[""DH_AE1_T_S"",""AA1_N"",""M_AH1_N|D_EY2''"",""R_AY1_T""]","[""th_a_t_s"",""o_n"",""m_uh_n|d_ey"",""r_ay_t""]","IYZF6ZLOFVKVGX3UGFPTGMA","F2/fqevrhfbwk__F2_en-US_t1_30.mp3","FEMALE"
"fqevrhfbwk","null","[3]","null","null","That's on Monday, *right*?","DH_AE1_T_S AA1_N M_AH1_N|D_EY2 R_AY1_T","th_a_t_s o_n m_uh_n|d_ey r_ay_t","That's on Mon|day right","EMOTION","[""That''s"",""on"",""Monday,"",""*right*?""]","[""That''s"",""on"",""Mon|day"",""right""]","[""DH_AE1_T_S"",""AA1_N"",""M_AH1_N|D_EY2''"",""R_AY1_T""]","[""th_a_t_s"",""o_n"",""m_uh_n|d_ey"",""r_ay_t""]","IYZF6ZLOFVKVGX3UGFPTGMA","F2/fqevrhfbwk__F2_en-US_t1_30.mp3","FEMALE"
"equueggfrc","null","[0]","[0]","null","*Which* badge are you looking for?","W_IH1_CH B_AE1_JH AA1_R Y_UW1 L_UH1|K_IH0_NG F_AO1_R","w_i_ch b_a_dj o_r y_oo l_u|k_i_ng f_aw_r","Which badge are you loo|king for","null","[""*Which*"",""badge"",""are"",""you"",""looking"",""for?""]","[""Which"",""badge"",""are"",""you"",""loo|king"",""for""]","[""W_IH1_CH"",""B_AE1_JH"",""AA1_R"",""Y_UW1"",""L_UH1|K_IH0_NG"",""F_AO1_R""]","[""w_i_ch"",""b_a_dj"",""o_r"",""y_oo"",""l_u|k_i_ng"",""f_aw_r""]","IYZF6ZLOFVKVGX3UGFPTGMI","F2/equueggfrc__F2_en-US_t1_31.mp3","FEMALE"
"cabbbnvckn","null","[4]","[0]","null","I'm looking for my *ID* badge.","AY1_M L_UH1|K_IH0_NG F_AO1_R M_AY1 AY1|D_IY1 B_AE1_JH","ay_m l_u|k_i_ng f_aw_r m_ay ay|d_ee b_a_dj","I'm loo|king for my I|D badge","HIGHLIGHT","[""I''m"",""looking"",""for"",""my"",""*ID*"",""badge.""]","[""I''m"",""loo|king"",""for"",""my"",""I|D"",""badge""]","[""AY1_M"",""L_UH1|K_IH0_NG"",""F_AO1_R"",""M_AY1"",""AY1|D_IY1"",""B_AE1_JH""]","[""ay_m"",""l_u|k_i_ng"",""f_aw_r"",""m_ay"",""ay|d_ee"",""b_a_dj""]","IYZF6ZLOFVKVGX3UGFPTGMQ","F2/cabbbnvckn__F2_en-US_t1_32.mp3","FEMALE"
"mqxmbrseyj","null","[2]","[0]","null","Check your *inbox*, I sent your my report.","CH_EH1_K Y_AO1_R IH1_N|B_AA2_K_S AY1 S_EH1_N_T Y_AO1_R M_AY1 R_IY0|P_AO1_R_T","ch_e_k y_aw_r i_n|b_o_k_s ay s_e_n_t y_aw_r m_ay r_ee|p_aw_r_t","Check your in|box I sent your my re|port","null","[""Check"",""your"",""*inbox*,"",""I"",""sent"",""your"",""my"",""report.""]","[""Check"",""your"",""in|box"",""I"",""sent"",""your"",""my"",""re|port""]","[""CH_EH1_K"",""Y_AO1_R"",""IH1_N|B_AA2_K_S"",""AY1"",""S_EH1_N_T"",""Y_AO1_R"",""M_AY1"",""R_IY0|P_AO1_R_T""]","[""ch_e_k"",""y_aw_r"",""i_n|b_o_k_s"",""ay"",""s_e_n_t"",""y_aw_r"",""m_ay"",""r_ee|p_aw_r_t""]","IYZF6ZLOFVKVGX3UGFPTGMY","F2/mqxmbrseyj__F2_en-US_t1_33.mp3","FEMALE"
"rjwmjujbgc","null","[1]","[0]","null","Thanks *Polly*, I'll have a look.","TH_AE1_NG_K_S P_AA1|L_IY0 AY1_L HH_AE1_V AH0 L_UH1_K","th_a_ng_k_s p_o|l_ee ay_l h_a_v uh l_u_k","Thanks Pol|ly I'll have a look","HIGHLIGHT","[""Thanks"",""*Polly*,"",""I''ll"",""have"",""a"",""look.""]","[""Thanks"",""Pol|ly"",""I''ll"",""have"",""a"",""look""]","[""TH_AE1_NG_K_S"",""P_AA1|L_IY0"",""AY1_L"",""HH_AE1_V"",""AH0"",""L_UH1_K""]","[""th_a_ng_k_s"",""p_o|l_ee"",""ay_l"",""h_a_v"",""uh"",""l_u_k""]","IYZF6ZLOFVKVGX3UGFPTGNA","F2/rjwmjujbgc__F2_en-US_t1_34.mp3","FEMALE"
"kcbzebmgmz","null","[5]","[0]","null","Hello, am I speaking to *Alex* *Wong*?","HH_AH0|L_OW1 AE1_M AY1 S_P_IY1|K_IH0_NG T_UW1 AE1|L_AH0_K_S W_AO1_NG","h_uh|l_ow a_m ay s_p_ee|k_i_ng t_oo a|l_uh_k_s w_aw_ng","Hel|lo am I speak|ing to Al|ex Wong","null","[""Hello,"",""am"",""I"",""speaking"",""to"",""*Alex*"",""*Wong*?""]","[""Hel|lo"",""am"",""I"",""speak|ing"",""to"",""Al|ex"",""Wong""]","[""HH_AH0|L_OW1"",""AE1_M"",""AY1"",""S_P_IY1|K_IH0_NG"",""T_UW1"",""AE1|L_AH0_K_S"",""W_AO1_NG""]","[""h_uh|l_ow"",""a_m"",""ay"",""s_p_ee|k_i_ng"",""t_oo"",""a|l_uh_k_s"",""w_aw_ng""]","IYZF6ZLOFVKVGX3UGFPTGNI","F2/kcbzebmgmz__F2_en-US_t1_35.mp3","FEMALE"
"bhktctmxgs","null","[5]","[0]","null","Yes, how I can help *you*?","Y_EH1_S HH_AW1 AY1 K_AE1_N HH_EH1_L_P Y_UW1","y_e_s h_au ay k_a_n h_e_l_p y_oo","Yes how I can help you","HIGHLIGHT","[""Yes,"",""how"",""I"",""can"",""help"",""*you*?""]","[""Yes"",""how"",""I"",""can"",""help"",""you""]","[""Y_EH1_S"",""HH_AW1"",""AY1"",""K_AE1_N"",""HH_EH1_L_P"",""Y_UW1""]","[""y_e_s"",""h_au"",""ay"",""k_a_n"",""h_e_l_p"",""y_oo""]","IYZF6ZLOFVKVGX3UGFPTGNQ","F2/bhktctmxgs__F2_en-US_t1_36.mp3","FEMALE"
"qjsnkfwhxq","null","[5]","[0]","null","Are you going to the *office* this week?","AA1_R Y_UW1 G_OW1|IH0_NG T_UW1 DH_AH0 AO1|F_IH0_S DH_IH1_S W_IY1_K","o_r y_oo g_ow|i_ng t_oo th_uh aw|f_i_s th_i_s w_ee_k","Are you go|ing to the of|fice this week","null","[""Are"",""you"",""going"",""to"",""the"",""*office*"",""this"",""week?""]","[""Are"",""you"",""go|ing"",""to"",""the"",""of|fice"",""this"",""week""]","[""AA1_R"",""Y_UW1"",""G_OW1|IH0_NG"",""T_UW1"",""DH_AH0"",""AO1|F_IH0_S"",""DH_IH1_S"",""W_IY1_K""]","[""o_r"",""y_oo"",""g_ow|i_ng"",""t_oo"",""th_uh"",""aw|f_i_s"",""th_i_s"",""w_ee_k""]","IYZF6ZLOFVKVGX3UGFPTGNY","F2/qjsnkfwhxq__F2_en-US_t1_37.mp3","FEMALE"
"aqtshjgctw","null","[4]","[0]","null","No, I'm working from *home*.","N_OW1 AY1_M W_ER1|K_IH0_NG F_R_AH1_M HH_OW1_M","n_ow ay_m w_uhr|k_i_ng f_r_uh_m h_ow_m","No I'm work|ing from home","CORRECTION","[""No,"",""I''m"",""working"",""from"",""*home*.""]","[""No"",""I''m"",""work|ing"",""from"",""home""]","[""N_OW1"",""AY1_M"",""W_ER1|K_IH0_NG"",""F_R_AH1_M"",""HH_OW1_M""]","[""n_ow"",""ay_m"",""w_uhr|k_i_ng"",""f_r_uh_m"",""h_ow_m""]","IYZF6ZLOFVKVGX3UGFPTGOA","F2/aqtshjgctw__F2_en-US_t1_38.mp3","FEMALE"
"mwfwrggkew","null","[3]","[0]","null","How was your *performance* this year?","HH_AW1 W_AA1_Z Y_AO1_R P_ER0|F_AO1_R|M_AH0_N_S DH_IH1_S Y_IH1_R","h_au w_o_z y_aw_r p_uhr|f_aw_r|m_uh_n_s th_i_s y_i_r","How was your per|for|mance this year","null","[""How"",""was"",""your"",""*performance*"",""this"",""year?""]","[""How"",""was"",""your"",""per|for|mance"",""this"",""year""]","[""HH_AW1"",""W_AA1_Z"",""Y_AO1_R"",""P_ER0|F_AO1_R|M_AH0_N_S"",""DH_IH1_S"",""Y_IH1_R""]","[""h_au"",""w_o_z"",""y_aw_r"",""p_uhr|f_aw_r|m_uh_n_s"",""th_i_s"",""y_i_r""]","IYZF6ZLOFVKVGX3UGFPTGOI","F2/mwfwrggkew__F2_en-US_t1_39.mp3","FEMALE"
"hhkxqvxxqf","null","[5]","[0]","null","I am applying for the *Analyst* role.","AY1 AE1_M AH0|P_L_AY1|IH0_NG F_AO1_R DH_IY0 AE1|N_AH0|L_IH0_S_T R_OW1_L","ay a_m uh|p_l_ay|i_ng f_aw_r th_ee a|n_uh|l_i_s_t r_ow_l","I am ap|ply|ing for the An|a|lyst role","HIGHLIGHT","[""I"",""am"",""applying"",""for"",""the"",""*Analyst*"",""role.""]","[""I"",""am"",""ap|ply|ing"",""for"",""the"",""An|a|lyst"",""role""]","[""AY1"",""AE1_M"",""AH0|P_L_AY1|IH0_NG"",""F_AO1_R"",""DH_IY0"",""AE1|N_AH0|L_IH0_S_T"",""R_OW1_L""]","[""ay"",""a_m"",""uh|p_l_ay|i_ng"",""f_aw_r"",""th_ee"",""a|n_uh|l_i_s_t"",""r_ow_l""]","IYZF6ZLOFVKVGX3UGFPTI","F2/hhkxqvxxqf__F2_en-US_t1_4.mp3","FEMALE"
"cmhkgtuwfj","null","[5]","[0]","null","We increased our margins by *half*!","W_IY1 IH2_N|K_R_IY1_S_T AW1_R M_AA1_R|JH_AH0_N_Z B_AY1 HH_AE1_F","w_ee i_n|k_r_ee_s_t au_r m_o_r|dj_uh_n_z b_ay h_a_f","We in|creased our mar|gins by half","HIGHLIGHT","[""We"",""increased"",""our"",""margins"",""by"",""*half*!""]","[""We"",""in|creased"",""our"",""mar|gins"",""by"",""half""]","[""W_IY1"",""IH2_N|K_R_IY1_S_T"",""AW1_R"",""M_AA1_R|JH_AH0_N_Z"",""B_AY1"",""HH_AE1_F""]","[""w_ee"",""i_n|k_r_ee_s_t"",""au_r"",""m_o_r|dj_uh_n_z"",""b_ay"",""h_a_f""]","IYZF6ZLOFVKVGX3UGFPTIMA","F2/cmhkgtuwfj__F2_en-US_t1_40.mp3","FEMALE"
"kttwcmwjvx","null","[1]","[0]","null","Which *printer* ran out of paper?","W_IH1_CH P_R_IH1_N|T_ER0 R_AE1_N AW1_T AH1_V P_EY1|P_ER0","w_i_ch p_r_i_n|t_uhr r_a_n au_t uh_v p_ey|p_uhr","Which print|er ran out of pa|per","null","[""Which"",""*printer*"",""ran"",""out"",""of"",""paper?""]","[""Which"",""print|er"",""ran"",""out"",""of"",""pa|per""]","[""W_IH1_CH"",""P_R_IH1_N|T_ER0"",""R_AE1_N"",""AW1_T"",""AH1_V"",""P_EY1|P_ER0""]","[""w_i_ch"",""p_r_i_n|t_uhr"",""r_a_n"",""au_t"",""uh_v"",""p_ey|p_uhr""]","IYZF6ZLOFVKVGX3UGFPTIMI","F2/kttwcmwjvx__F2_en-US_t1_41.mp3","FEMALE"
"ygxxybtycx","null","[4]","[0]","null","The printer on the *left*.","DH_AH0 P_R_IH1_N|T_ER0 AA1_N DH_AH0 L_EH1_F_T","th_uh p_r_i_n|t_uhr o_n th_uh l_e_f_t","The print|er on the left","HIGHLIGHT","[""The"",""printer"",""on"",""the"",""*left*.""]","[""The"",""print|er"",""on"",""the"",""left""]","[""DH_AH0"",""P_R_IH1_N|T_ER0"",""AA1_N"",""DH_AH0"",""L_EH1_F_T""]","[""th_uh"",""p_r_i_n|t_uhr"",""o_n"",""th_uh"",""l_e_f_t""]","IYZF6ZLOFVKVGX3UGFPTIMQ","F2/ygxxybtycx__F2_en-US_t1_42.mp3","FEMALE"
"kgnkzqbbtm","null","[6]","[0]","null","Selma negotiated a raise for the *whole* team!","S_EH1_L|M_AH0 N_AH0|G_OW1|SH_IY0|EY2|T_IH0_D AH0 R_EY1_Z F_AO1_R DH_AH0 HH_OW1_L T_IY1_M","s_e_l|m_uh n_uh|g_ow|sh_ee|ey|t_i_d uh r_ey_z f_aw_r th_uh h_ow_l t_ee_m","Sel|ma ne|go|ti|a|ted a raise for the whole team","null","[""Selma"",""negotiated"",""a"",""raise"",""for"",""the"",""*whole*"",""team!""]","[""Sel|ma"",""ne|go|ti|a|ted"",""a"",""raise"",""for"",""the"",""whole"",""team""]","[""S_EH1_L|M_AH0"",""N_AH0|G_OW1|SH_IY0|EY2|T_IH0_D"",""AH0"",""R_EY1_Z"",""F_AO1_R"",""DH_AH0"",""HH_OW1_L"",""T_IY1_M""]","[""s_e_l|m_uh"",""n_uh|g_ow|sh_ee|ey|t_i_d"",""uh"",""r_ey_z"",""f_aw_r"",""th_uh"",""h_ow_l"",""t_ee_m""]","IYZF6ZLOFVKVGX3UGFPTIMY","F2/kgnkzqbbtm__F2_en-US_t1_43.mp3","FEMALE"
"teqtnhsnvg","null","[1]","[0]","null","That's *amazing*, well done!","DH_AE1_T_S AH0|M_EY1|Z_IH0_NG W_EH1_L D_AH1_N","th_a_t_s uh|m_ey|z_i_ng w_e_l d_uh_n","That's a|maz|ing well done","EMOTION","[""That''s"",""*amazing*,"",""well"",""done!""]","[""That''s"",""a|maz|ing"",""well"",""done""]","[""DH_AE1_T_S"",""AH0|M_EY1|Z_IH0_NG"",""W_EH1_L"",""D_AH1_N""]","[""th_a_t_s"",""uh|m_ey|z_i_ng"",""w_e_l"",""d_uh_n""]","IYZF6ZLOFVKVGX3UGFPTINA","F2/teqtnhsnvg__F2_en-US_t1_44.mp3","FEMALE"
"tgquhrtjwx","null","[7]","[0]","null","Are you close to the office? We're *waiting* for you.","AA1_R Y_UW1 K_L_OW1_S T_UW1 DH_AH0 AO1|F_IH0_S W_IY1_R W_EY1|T_IH0_NG F_AO1_R Y_UW1","o_r y_oo k_l_ow_s t_oo th_uh aw|f_i_s w_ee_r w_ey|t_i_ng f_aw_r y_oo","Are you close to the of|fice We're wai|ting for you","null","[""Are"",""you"",""close"",""to"",""the"",""office?"",""We''re"",""*waiting*"",""for"",""you.""]","[""Are"",""you"",""close"",""to"",""the"",""of|fice"",""We''re"",""wai|ting"",""for"",""you""]","[""AA1_R"",""Y_UW1"",""K_L_OW1_S"",""T_UW1"",""DH_AH0"",""AO1|F_IH0_S"",""W_IY1_R"",""W_EY1|T_IH0_NG"",""F_AO1_R"",""Y_UW1""]","[""o_r"",""y_oo"",""k_l_ow_s"",""t_oo"",""th_uh"",""aw|f_i_s"",""w_ee_r"",""w_ey|t_i_ng"",""f_aw_r"",""y_oo""]","IYZF6ZLOFVKVGX3UGFPTINI","F2/tgquhrtjwx__F2_en-US_t1_45.mp3","FEMALE"
"msvybfqyaq","null","[1]","[0]","null","I'm *almost* there. Sorry for running late!","AY1_M AO1_L|M_OW2_S_T DH_EH1_R S_AA1|R_IY0 F_AO1_R R_AH1|N_IH0_NG L_EY1_T","ay_m aw_l|m_ow_s_t th_e_r s_o|r_ee f_aw_r r_uh|n_i_ng l_ey_t","I'm al|most there Sor|ry for run|ning late","EMOTION","[""I''m"",""*almost*"",""there."",""Sorry"",""for"",""running"",""late!""]","[""I''m"",""al|most"",""there"",""Sor|ry"",""for"",""run|ning"",""late""]","[""AY1_M"",""AO1_L|M_OW2_S_T"",""DH_EH1_R"",""S_AA1|R_IY0"",""F_AO1_R"",""R_AH1|N_IH0_NG"",""L_EY1_T""]","[""ay_m"",""aw_l|m_ow_s_t"",""th_e_r"",""s_o|r_ee"",""f_aw_r"",""r_uh|n_i_ng"",""l_ey_t""]","IYZF6ZLOFVKVGX3UGFPTINQ","F2/msvybfqyaq__F2_en-US_t1_46.mp3","FEMALE"
"msvybfqyaq","null","[1]","null","null","I'm *almost* there. Sorry for running late!","AY1_M AO1_L|M_OW2_S_T DH_EH1_R S_AA1|R_IY0 F_AO1_R R_AH1|N_IH0_NG L_EY1_T","ay_m aw_l|m_ow_s_t th_e_r s_o|r_ee f_aw_r r_uh|n_i_ng l_ey_t","I'm al|most there Sor|ry for run|ning late","EMOTION","[""I''m"",""*almost*"",""there."",""Sorry"",""for"",""running"",""late!""]","[""I''m"",""al|most"",""there"",""Sor|ry"",""for"",""run|ning"",""late""]","[""AY1_M"",""AO1_L|M_OW2_S_T"",""DH_EH1_R"",""S_AA1|R_IY0"",""F_AO1_R"",""R_AH1|N_IH0_NG"",""L_EY1_T""]","[""ay_m"",""aw_l|m_ow_s_t"",""th_e_r"",""s_o|r_ee"",""f_aw_r"",""r_uh|n_i_ng"",""l_ey_t""]","IYZF6ZLOFVKVGX3UGFPTINQ","F2/msvybfqyaq__F2_en-US_t1_46.mp3","FEMALE"
